Year	Collection_Year	Quarter	Plot	Trap	Deciduous	Flag_Deciduous	Pine	Flag_Pine	Rhododendron	Flag_Rhododendron	Other	Flag_Other	Twigs_25	Flag_Twigs_25	Twigs_25_10	Flag_Twigs_25_10	Lvs_Non_Rhodo	Flag_Lvs_Non_Rhodo	Total_Leaves	Flag_Total_Leaves	Total_Lvs_Other	Flag_Total_Lvs_Other	Comments  
2000	7	2	427	B	10.06		0.00		25.62		13.04		NaN		NaN		NaN		35.68		48.72		
2000	7	2	427	C	11.51		0.00		55.42		10.75		NaN		NaN		NaN		66.93		77.68		
2000	7	2	427	D	14.12		0.00		30.31		15.18		NaN		NaN		NaN		44.43		59.61		
2000	7	2	427	E	25.92		0.00		29.71		6.24		NaN		NaN		NaN		55.63		61.87		
2000	7	2	427	F	20.01		0.00		23.35		1.99		NaN		NaN		NaN		43.36		45.35		
2000	7	2	427	G	13.34		0.00		53.68		18.76		NaN		NaN		NaN		67.02		85.78		
2000	7	2	427	H	26.60		0.00		5.01		17.36		NaN		NaN		NaN		31.61		48.97		
2000	7	2	427	I	15.35		0.00		7.23		12.78		NaN		NaN		NaN		22.58		35.36		
2000	7	2	427	J	7.06		0.00		18.25		42.82		NaN		NaN		NaN		25.31		68.13		
2000	7	2	527	A	34.77		0.00		0.00		1.39		NaN		NaN		NaN		34.77		36.16		
2000	7	2	527	B	50.06		0.00		42.53		1.90		NaN		NaN		NaN		92.59		94.49		
2000	7	2	527	C	36.83		0.00		0.00		3.57		NaN		NaN		NaN		36.83		40.40		
2000	7	2	527	D	44.76		0.00		0.00		4.18		NaN		NaN		NaN		44.76		48.94		
2000	7	2	527	E	58.07		0.00		0.00		2.78		NaN		NaN		NaN		58.07		60.85		
2000	7	2	527	F	43.97		0.00		0.00		2.56		NaN		NaN		NaN		43.97		46.53		
2000	7	2	527	G	42.65		0.00		0.00		4.80		NaN		NaN		NaN		42.65		47.45		
2000	7	2	527	H	38.94		0.00		0.00		2.31		NaN		NaN		NaN		38.94		41.25		
2000	7	2	527	I	39.60		0.00		0.64		2.38		NaN		NaN		NaN		40.24		42.62		
2000	7	2	527	J	41.44		0.00		0.13		0.93		NaN		NaN		NaN		41.57		42.50		
2000	7	3	118	A	47.94		155.09		0.00		21.91		9.61		NaN		NaN		203.03		224.94		
2000	7	3	118	B	73.58		128.35		0.00		11.26		16.56		NaN		NaN		201.93		213.19		
2000	7	3	118	C	140.72		16.10		0.00		21.37		14.61		NaN		NaN		156.82		178.19		
2000	7	3	118	D	147.60		24.34		0.00		2.92		4.40		NaN		NaN		171.94		174.86		
2000	7	3	118	E	147.20		16.77		0.00		7.84		9.71		NaN		NaN		163.97		171.81		
2000	7	3	118	F	188.43		82.30		0.00		17.29		25.06		NaN		NaN		270.73		288.02		
2000	7	3	118	G	108.78		23.70		0.00		2.44		3.29		NaN		NaN		132.48		134.92		
2000	7	3	118	H	67.03		60.22		0.00		15.61		0.34		NaN		NaN		127.25		142.86		
2000	7	3	118	I	128.90		183.49		0.00		15.57		104.27		NaN		NaN		312.39		327.96		
2000	7	3	118	J	119.94		174.44		0.00		17.00		6.45		NaN		NaN		294.38		311.38		
2000	7	3	218	A	313.97		0.09		0.00		5.71		4.98		NaN		NaN		314.06		319.77		
2000	7	3	218	B	271.82		0.09		0.00		9.37		8.48		NaN		NaN		271.91		281.28		
2000	7	3	218	C	286.76		0.14		0.00		7.17		41.78		NaN		NaN		286.90		294.07		
2000	7	3	218	D	264.33		0.05		0.00		15.32		4.85		NaN		NaN		264.38		279.70		
2000	7	3	218	E	297.93		0.09		0.00		28.23		3.01		NaN		NaN		298.02		326.25		
2000	7	3	218	F	303.36		0.09		0.00		40.46		15.31		NaN		NaN		303.45		343.91		
2000	7	3	218	G	259.19		0.07		0.15		12.24		0.74		NaN		NaN		259.41		271.65		
2000	7	3	218	H	282.03		0.09		0.00		6.54		3.55		NaN		NaN		282.12		288.66		
2000	7	3	218	I	280.39		0.09		0.00		6.29		29.16		NaN		NaN		280.48		286.77		
2000	7	3	218	J	217.55		0.09		0.00		5.20		22.53		NaN		NaN		217.64		222.84		
2000	7	3	318	A	268.46		0.00		9.98		5.10		6.15		NaN		NaN		278.44		283.54		
2000	7	3	318	B	235.27		0.00		18.04		4.81		27.52		NaN		NaN		253.31		258.12		
2000	7	3	318	C	336.22		0.00		18.46		10.91		7.93		NaN		NaN		354.68		365.59		
2000	7	3	318	D	292.39		0.00		21.26		3.91		2.27		NaN		NaN		313.65		317.56		
2000	7	3	318	E	284.99		0.00		18.99		8.64		4.27		NaN		NaN		303.98		312.62		
2000	7	3	318	F	273.81		0.17		30.89		10.53		9.45		NaN		NaN		304.87		315.40		
2000	7	3	318	G	311.38		0.00		25.04		5.40		10.25		NaN		NaN		336.42		341.82		
2000	7	3	318	H	271.14		0.00		11.09		3.93		3.99		NaN		NaN		282.23		286.16		
2000	7	3	318	I	270.51		0.00		16.63		8.43		14.73		NaN		NaN		287.14		295.57		
2000	7	3	318	J	264.48		0.00		14.19		6.35		NaN		NaN		NaN		278.67		285.02		
2000	7	3	427	A	263.98		0.00		16.99		7.38		20.20		NaN		NaN		280.97		288.35		
2000	7	3	427	B	244.24		0.00		15.97		10.62		13.98		NaN		NaN		260.21		270.83		
2000	7	3	427	C	276.82		0.00		25.77		8.51		18.69		NaN		NaN		302.59		311.10		
2000	7	3	427	D	231.94		0.00		10.14		9.32		26.93		NaN		NaN		242.08		251.40		
2000	7	3	427	E	308.62		0.00		13.62		8.83		5.02		NaN		NaN		322.24		331.07		
2000	7	3	427	F	233.94		0.00		33.65		9.43		12.16		NaN		NaN		267.59		277.02		
2000	7	3	427	G	250.35		0.00		13.13		10.50		5.29		NaN		NaN		263.48		273.98		
2000	7	3	427	H	279.59		0.00		8.82		5.63		86.51		NaN		NaN		288.41		294.04		
2000	7	3	427	I	270.20		0.00		6.21		5.86		0.38		NaN		NaN		276.41		282.27		
2000	7	3	427	J	344.73		0.00		4.25		4.22		41.57		NaN		NaN		348.98		353.20		
2000	7	3	527	A	252.98		0.00		0.00		2.14		36.29		NaN		NaN		252.98		255.12		
2000	7	3	527	B	243.33		0.00		6.34		3.28		12.35		NaN		NaN		249.67		252.95		
2000	7	3	527	C	174.61		0.00		0.00		0.57		31.27		NaN		NaN		174.61		175.18		
2000	7	3	527	D	164.62		0.00		0.00		0.95		0.65		NaN		NaN		164.62		165.57		
2000	7	3	527	E	172.50		0.00		0.00		3.37		12.71		NaN		NaN		172.50		175.87		
2000	7	3	527	F	199.97		0.00		0.00		3.59		21.59		NaN		NaN		199.97		203.56		
2000	7	3	527	G	151.61		0.00		0.00		7.37		17.18		NaN		NaN		151.61		158.98		
2000	7	3	527	H	234.30		0.00		0.00		3.23		9.25		NaN		NaN		234.30		237.53		
2000	7	3	527	I	282.97		0.00		0.00		2.22		25.85		NaN		NaN		282.97		285.19		
2000	7	3	527	J	227.93		0.00		0.00		5.62		4.57		NaN		NaN		227.93		233.55		
2001	7	4	118	A	0.26		5.49		0.41		15.62		89.51		NaN		NaN		6.15		21.76		
2001	7	4	118	B	1.06		2.66		0.12		12.43		18.82		NaN		NaN		3.83		16.25		
2001	7	4	118	C	2.48		2.34		0.46		7.06		6.98		NaN		NaN		5.27		12.32		
2001	7	4	118	D	2.63		1.07		0.66		2.07		2.07		NaN		NaN		4.35		6.41		
2001	7	4	118	E	3.21		1.27		1.02		5.05		12.93		NaN		NaN		5.49		10.53		
2001	7	4	118	F	2.36		2.23		1.06		7.00		22.21		NaN		NaN		5.64		12.63		
2001	7	4	118	G	0.00		1.46		0.01		3.26		8.35		NaN		NaN		1.46		4.72		
2001	7	4	118	H	0.56		1.76		1.46		5.81		4.13		NaN		NaN		3.77		9.57		
2001	7	4	118	I	3.46		7.26		0.00		30.75		10.97		NaN		NaN		10.71		41.46		
2001	7	4	118	J	1.96		6.56		0.66		10.46		12.08		NaN		NaN		9.17		19.62		
2001	7	4	218	A	1.16		0.00		0.00		5.56		13.26		NaN		NaN		1.16		6.71		
2001	7	4	218	B	3.16		0.00		0.00		1.96		7.24		NaN		NaN		3.16		5.11		
2001	7	4	218	C	0.76		0.00		0.00		1.86		20.95		NaN		NaN		0.76		2.61		
2001	7	4	218	D	1.26		0.00		0.00		2.06		0.00		NaN		NaN		1.26		3.31		
2001	7	4	218	E	0.66		0.00		0.00		2.96		0.00		NaN		NaN		0.66		3.61		
2001	7	4	218	F	2.06		0.00		0.00		1.76		8.13		NaN		NaN		2.06		3.81		
2001	7	4	218	G	16.86		0.00		0.00		1.26		1.21		NaN		NaN		16.86		18.11		
2001	7	4	218	H	0.46		0.00		0.00		2.46		11.81		NaN		NaN		0.46		2.91		
2001	7	4	218	I	0.66		0.00		0.00		2.16		41.41		NaN		NaN		0.66		2.81		
2001	7	4	218	J	0.00		0.00		0.00		0.86		3.25		NaN		NaN		0.00		0.86		
2001	7	4	318	A	0.00		0.00		0.72		3.37		25.01		NaN		NaN		0.72		4.08		
2001	7	4	318	B	0.00		0.00		1.14		8.89		28.50		NaN		NaN		1.14		10.02		
2001	7	4	318	C	0.00		0.00		0.79		7.25		20.86		NaN		NaN		0.79		8.03		
2001	7	4	318	D	0.00		0.00		2.98		7.34		9.44		NaN		NaN		2.98		10.31		
2001	7	4	318	E	0.62		0.00		0.58		6.10		6.53		NaN		NaN		1.19		7.29		
2001	7	4	318	F	0.00		0.00		1.98		5.94		11.31		NaN		NaN		1.98		7.91		
2001	7	4	318	G	0.45		0.00		1.17		7.84		42.93		NaN		NaN		1.61		9.45		
2001	7	4	318	H	0.00		0.00		2.02		8.70		25.91		NaN		NaN		2.02		10.71		
2001	7	4	318	I	0.30		0.00		1.07		10.12		21.35		NaN		NaN		1.36		11.48		
2001	7	4	318	J	14.51		0.00		0.00		20.92		11.85		NaN		NaN		14.51		35.42		
2001	7	4	427	A	1.09		0.00		0.87		8.49		21.23		NaN		NaN		1.95		10.44		
2001	7	4	427	B	0.75		0.00		0.98		15.07		39.66		NaN		NaN		1.72		16.79		
2001	7	4	427	C	0.66		0.00		6.07		14.78		11.08		NaN		NaN		6.72		21.50		
2001	7	4	427	D	0.00		0.00		4.91		14.73		16.68		NaN		NaN		4.91		19.63		
2001	7	4	427	E	1.11		0.00		3.76		7.00		13.20		NaN		NaN		4.86		11.86		
2001	7	4	427	F	0.00		0.00		2.17		5.21		11.60		NaN		NaN		2.17		7.37		
2001	7	4	427	G	0.36		0.00		3.85		4.67		29.39		NaN		NaN		4.20		8.87		
2001	7	4	427	H	0.81		0.00		2.71		4.79		29.51		NaN		NaN		3.51		8.30		
2001	7	4	427	I	0.00		0.00		2.07		5.58		118.34		NaN		NaN		2.07		7.64		
2001	7	4	427	J	0.69		0.00		1.14		5.56		43.82		NaN		NaN		1.82		7.38		
2001	7	4	527	A	1.97		0.00		0.62		6.52		52.84		NaN		NaN		2.58		9.10		
2001	7	4	527	B	4.28		0.00		3.02		2.88		6.62		NaN		NaN		7.29		10.17		
2001	7	4	527	C	0.00		0.00		0.00		2.78		18.43		NaN		NaN		0.00		2.78		
2001	7	4	527	D	0.00		0.00		0.00		1.76		235.22		NaN		NaN		0.00		1.76		
2001	7	4	527	E	0.48		0.00		0.00		2.53		68.66		NaN		NaN		0.48		3.00		
2001	7	4	527	F	0.00		0.00		0.00		62.77		6.87		NaN		NaN		0.00		62.77		
2001	7	4	527	G	1.29		0.00		0.00		5.07		100.10		NaN		NaN		1.29		6.35		
2001	7	4	527	H	0.00		0.00		0.00		1.95		135.00		NaN		NaN		0.00		1.95		
2001	7	4	527	I	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2001	7	4	527	J	2.07		0.00		1.60		11.80		143.42		NaN		NaN		3.66		15.46		
2001	8	1	118	A	0.67		5.56		17.91		42.20		NaN		NaN		NaN		24.13		66.32		
2001	8	1	118	B	0.03		2.20		12.11		27.27		0.67		NaN		NaN		14.33		41.59		
2001	8	1	118	C	0.47		0.53		26.60		15.97		12.04		NaN		NaN		27.59		43.55		
2001	8	1	118	D	2.62		0.24		16.29		10.01		0.32		NaN		NaN		19.14		29.14		
2001	8	1	118	E	7.58		0.06		31.51		30.09		12.05		NaN		NaN		39.14		69.22		
2001	8	1	118	F	1.32		2.64		10.34		25.60		NaN		NaN		NaN		14.29		39.88		
2001	8	1	118	G	1.05		1.26		20.27		10.05		0.35		NaN		NaN		22.57		32.61		
2001	8	1	118	H	28.46		1.84		6.37		7.74		4.33		NaN		NaN		36.66		44.39		
2001	8	1	118	I	0.32		4.28		3.61		29.56		28.16		NaN		NaN		8.20		37.75		
2001	8	1	118	J	0.98		7.52		29.48		41.07		1.44		NaN		NaN		37.97		79.03		
2001	8	1	218	A	2.57		0.00		0.00		23.51		0.84		NaN		NaN		2.57		26.07		
2001	8	1	218	B	4.07		0.00		0.00		15.38		0.70		NaN		NaN		4.07		19.44		
2001	8	1	218	C	1.93		0.00		0.00		16.42		6.01		NaN		NaN		1.93		18.34		
2001	8	1	218	D	3.20		0.00		0.00		10.24		8.58		NaN		NaN		3.20		13.43		
2001	8	1	218	E	2.96		0.00		0.00		21.91		2.07		NaN		NaN		2.96		24.86		
2001	8	1	218	F	3.87		0.00		0.00		14.15		6.05		NaN		NaN		3.87		18.01		
2001	8	1	218	G	2.95		0.00		0.00		10.93		0.40		NaN		NaN		2.95		13.87		
2001	8	1	218	H	3.98		0.00		0.00		21.59		12.33		NaN		NaN		3.98		25.56		
2001	8	1	218	I	4.14		0.00		0.00		16.40		6.39		NaN		NaN		4.14		20.53		
2001	8	1	218	J	3.37		0.00		0.00		29.18		9.12		NaN		NaN		3.37		32.54		
2001	8	1	318	A	2.32		0.00		0.92		17.93		12.01		NaN		NaN		3.23		21.16		
2001	8	1	318	B	2.25		0.00		0.32		16.36		0.00		NaN		NaN		2.56		18.92		
2001	8	1	318	C	1.89		0.00		3.62		26.34		2.77		NaN		NaN		5.50		31.84		
2001	8	1	318	D	1.88		0.00		4.80		27.70		6.76		NaN		NaN		6.67		34.37		
2001	8	1	318	E	4.46		0.00		0.00		35.28		16.04		NaN		NaN		4.46		39.73		
2001	8	1	318	F	7.39		0.00		0.84		27.88		6.83		NaN		NaN		8.22		36.10		
2001	8	1	318	G	4.60		0.00		0.21		29.37		15.05		NaN		NaN		4.80		34.17		
2001	8	1	318	H	4.22		0.00		1.13		18.46		5.95		NaN		NaN		5.34		23.80		
2001	8	1	318	I	2.74		0.00		1.98		17.82		6.63		NaN		NaN		4.71		22.53		
2001	8	1	318	J	1.26		0.00		2.62		16.94		3.85		NaN		NaN		3.87		20.81		
2001	8	1	427	A	1.60		0.00		0.36		20.36		0.92		NaN		NaN		1.95		22.31		
2001	8	1	427	B	1.19		0.00		2.64		30.64		2.45		NaN		NaN		3.82		34.46		
2001	8	1	427	C	4.55		0.00		5.17		28.16		17.57		NaN		NaN		9.71		37.87		
2001	8	1	427	D	6.82		0.00		2.28		24.33		7.07		NaN		NaN		9.09		33.42		
2001	8	1	427	E	4.38		0.00		7.72		23.20		1.66		NaN		NaN		12.09		35.29		
2001	8	1	427	F	2.00		0.00		5.98		19.29		5.19		NaN		NaN		7.97		27.26		
2001	8	1	427	G	3.98		0.00		3.35		29.54		NaN		NaN		NaN		7.32		36.86		
2001	8	1	427	H	2.80		0.00		3.71		26.01		6.90		NaN		NaN		6.50		32.51		
2001	8	1	427	I	0.79		0.00		1.88		28.63		4.78		NaN		NaN		2.66		31.29		
2001	8	1	427	J	1.85		0.00		4.61		27.62		13.82		NaN		NaN		6.45		34.07		
2001	8	1	527	A	9.23		0.00		0.00		14.00		6.27		NaN		NaN		9.23		23.22		
2001	8	1	527	B	15.27		0.00		6.29		19.19		11.23		NaN		NaN		21.55		40.74		
2001	8	1	527	C	5.30		0.00		0.00		9.49		1.96		NaN		NaN		5.30		14.78		
2001	8	1	527	D	4.65		0.00		0.00		9.59		NaN		NaN		NaN		4.65		14.23		
2001	8	1	527	E	1.96		0.00		0.00		9.57		NaN		NaN		NaN		1.96		11.52		
2001	8	1	527	F	3.27		0.00		0.00		13.72		2.49		NaN		NaN		3.27		16.98		
2001	8	1	527	G	2.82		0.00		0.00		11.98		1.46		NaN		NaN		2.82		14.79		
2001	8	1	527	H	3.55		0.00		0.00		10.90		2.16		NaN		NaN		3.55		14.44		
2001	8	1	527	I	9.59		0.00		0.00		15.16		7.05		NaN		NaN		9.59		24.74		
2001	8	1	527	J	7.74		0.00		0.00		16.82		0.71		NaN		NaN		7.74		24.55		
2001	8	2	118	A	43.95		8.50		0.00		11.46		9.20		NaN		NaN		52.45		63.91		
2001	8	2	118	B	26.19		7.30		0.00		10.70		3.78		NaN		NaN		33.49		44.19		
2001	8	2	118	C	53.32		0.00		0.00		3.01		9.28		NaN		NaN		53.32		56.33		
2001	8	2	118	D	28.05		0.42		0.00		2.67		0.71		NaN		NaN		28.47		31.14		
2001	8	2	118	E	44.92		0.10		0.00		9.52		0.74		NaN		NaN		45.02		54.54		
2001	8	2	118	F	24.64		4.88		0.00		15.50		7.05		NaN		NaN		29.51		45.01		
2001	8	2	118	G	31.17		1.32		0.00		0.00		NaN		NaN		NaN		32.49		32.49		
2001	8	2	118	H	0.00		0.00		0.00		0.00		NaN		NaN		NaN		0.00		NaN		
2001	8	2	118	I	27.80		9.29		0.00		7.48		9.42		NaN		NaN		37.09		44.57		
2001	8	2	118	J	33.49		6.95		0.00		11.57		2.82		NaN		NaN		40.44		52.01		
2001	8	2	218	A	8.03		0.00		0.00		9.42		16.08		NaN		NaN		8.03		17.44		
2001	8	2	218	B	11.01		0.00		0.00		3.16		0.70		NaN		NaN		11.01		14.16		
2001	8	2	218	C	12.43		0.00		0.00		4.35		0.81		NaN		NaN		12.43		16.77		
2001	8	2	218	D	19.00		0.00		0.00		2.70		37.94		NaN		NaN		19.00		21.70		
2001	8	2	218	E	30.65		0.00		0.00		15.11		18.94		NaN		NaN		30.65		45.76		
2001	8	2	218	F	25.31		0.00		0.00		0.00		4.12		NaN		NaN		25.31		25.31		
2001	8	2	218	G	13.21		0.00		0.00		1.14		0.00		NaN		NaN		13.21		14.35		
2001	8	2	218	H	11.68		0.00		0.00		3.92		0.00		NaN		NaN		11.68		15.59		
2001	8	2	218	I	9.41		0.00		0.00		0.00		7.04		NaN		NaN		9.41		9.41		
2001	8	2	218	J	8.16		0.00		0.00		23.80		1.64		NaN		NaN		8.16		31.95		
2001	8	2	318	A	32.86		0.00		6.92		12.87		5.78		NaN		NaN		39.78		52.65		
2001	8	2	318	B	12.60		0.00		17.40		8.39		13.87		NaN		NaN		29.99		38.38		
2001	8	2	318	C	22.05		0.00		56.06		15.38		0.45		NaN		NaN		78.12		93.49		
2001	8	2	318	D	29.34		0.00		30.00		13.02		7.48		NaN		NaN		59.34		72.36		
2001	8	2	318	E	17.41		0.00		44.58		63.10		0.81		NaN		NaN		62.00		125.10		
2001	8	2	318	F	18.60		0.00		27.64		39.20		29.37		NaN		NaN		46.25		85.44		
2001	8	2	318	G	0.00		1.31		31.61		0.00		4.09		NaN		NaN		32.92		32.92		
2001	8	2	318	H	19.18		0.00		18.36		4.72		0.72		NaN		NaN		37.54		42.26		
2001	8	2	318	I	15.18		0.00		47.23		17.45		39.43		NaN		NaN		62.41		79.86		
2001	8	2	318	J	34.04		0.00		48.56		10.60		3.81		NaN		NaN		82.61		93.20		
2001	8	2	427	A	7.95		0.00		34.38		9.28		NaN		NaN		NaN		42.33		51.61		
2001	8	2	427	B	15.13		0.00		27.80		14.84		NaN		NaN		NaN		42.92		57.76		
2001	8	2	427	C	13.19		0.00		53.18		23.67		NaN		NaN		NaN		66.37		90.04		
2001	8	2	427	D	21.71		0.00		28.10		39.20		12.92		NaN		NaN		49.81		89.01		
2001	8	2	427	E	35.35		0.00		35.47		24.78		2.71		NaN		NaN		70.83		95.60		
2001	8	2	427	F	26.88		0.00		36.38		13.16		0.84		NaN		NaN		63.27		76.42		
2001	8	2	427	G	18.60		0.00		52.87		39.92		4.08		NaN		NaN		71.48		111.39		
2001	8	2	427	H	26.01		0.00		3.95		14.23		14.89		NaN		NaN		29.96		44.19		
2001	8	2	427	I	26.46		0.00		3.33		9.82		2.74		NaN		NaN		29.79		39.61		
2001	8	2	427	J	18.39		0.00		14.88		19.80		2.85		NaN		NaN		33.27		53.07		
2001	8	2	527	A	66.53		0.00		0.00		10.75		2.62		NaN		NaN		66.53		77.28		
2001	8	2	527	B	85.83		0.00		69.19		19.28		2.64		NaN		NaN		155.03		174.30		
2001	8	2	527	C	75.90		0.00		0.00		2.63		2.39		NaN		NaN		75.90		78.53		
2001	8	2	527	D	75.80		0.00		0.00		2.95		1.90		NaN		NaN		75.80		78.75		
2001	8	2	527	E	92.81		0.00		0.00		0.00		4.19		NaN		NaN		92.81		92.81		
2001	8	2	527	F	100.85		0.00		0.00		8.20		5.03		NaN		NaN		100.85		109.05		
2001	8	2	527	G	61.20		0.00		0.00		4.51		2.60		NaN		NaN		61.20		65.71		
2001	8	2	527	H	67.79		0.00		0.00		2.87		4.71		NaN		NaN		67.79		70.66		
2001	8	2	527	I	83.16		0.00		0.00		3.60		5.26		NaN		NaN		83.16		86.76		
2001	8	2	527	J	48.64		0.00		0.00		4.34		0.81		NaN		NaN		48.64		52.98		
2001	8	3	118	A	86.68		163.93		0.00		13.82		13.48		NaN		NaN		250.61		264.42		
2001	8	3	118	B	55.78		87.54		0.16		6.77		5.39		NaN		NaN		143.47		150.24		
2001	8	3	118	C	184.39		46.27		0.11		6.55		11.84		NaN		NaN		230.76		237.31		
2001	8	3	118	D	131.57		52.67		0.00		3.92		8.27		NaN		NaN		184.23		188.15		
2001	8	3	118	E	195.43		40.22		0.00		8.96		10.58		NaN		NaN		235.65		244.61		
2001	8	3	118	F	175.32		70.06		0.00		8.23		30.38		NaN		NaN		245.38		253.60		
2001	8	3	118	G	142.70		53.71		0.00		5.23		3.10		NaN		NaN		196.40		201.63		
2001	8	3	118	H	117.28		86.40		0.00		25.87		8.08		NaN		NaN		203.68		229.54		
2001	8	3	118	I	141.11		201.37		0.00		8.35		31.36		NaN		NaN		342.48		350.83		
2001	8	3	118	J	124.73		152.38		0.00		10.05		10.63		NaN		NaN		277.11		287.15		
2001	8	3	218	A	304.59		0.00		0.00		12.54		51.73		NaN		NaN		304.59		317.12		
2001	8	3	218	B	287.60		0.00		0.00		9.42		123.33		NaN		NaN		287.60		297.01		
2001	8	3	218	C	265.23		0.00		0.00		11.08		7.62		NaN		NaN		265.23		276.30		
2001	8	3	218	D	249.33		0.00		0.00		29.21		16.28		NaN		NaN		249.33		278.53		
2001	8	3	218	E	269.94		0.00		0.00		21.06		0.00		NaN		NaN		269.94		291.00		
2001	8	3	218	F	223.68		0.00		0.00		26.45		15.25		NaN		NaN		223.68		250.13		
2001	8	3	218	G	268.62		0.00		0.00		16.83		17.91		NaN		NaN		268.62		285.45		
2001	8	3	218	H	306.03		0.00		0.00		11.51		13.54		NaN		NaN		306.03		317.53		
2001	8	3	218	I	253.91		0.00		0.00		10.06		0.00		NaN		NaN		253.91		263.97		
2001	8	3	218	J	262.22		0.00		0.00		27.16		34.18		NaN		NaN		262.22		289.39		
2001	8	3	318	A	241.47		0.00		10.25		7.01		4.83		NaN		NaN		251.72		258.73		
2001	8	3	318	B	68.85		0.00		27.21		6.44		6.56		NaN		NaN		96.06		102.50		
2001	8	3	318	C	282.38		0.00		15.05		6.19		12.60		NaN		NaN		297.43		303.62		
2001	8	3	318	D	225.43		0.00		27.11		8.48		17.18		NaN		NaN		252.53		261.01		
2001	8	3	318	E	270.47		0.00		25.68		8.56		15.66		NaN		NaN		296.15		304.71		
2001	8	3	318	F	264.92		0.00		39.45		12.40		28.86		NaN		NaN		304.37		316.77		
2001	8	3	318	G	124.61		0.00		17.16		6.61		13.56		NaN		NaN		141.77		148.38		
2001	8	3	318	H	278.16		0.00		9.47		6.30		14.48		NaN		NaN		287.63		293.93		
2001	8	3	318	I	262.40		0.00		14.15		13.59		40.93		NaN		NaN		276.54		290.13		
2001	8	3	318	J	256.03		0.00		33.85		9.79		11.39		NaN		NaN		289.88		299.67		
2001	8	3	427	A	144.79		0.00		36.45		6.33		9.96		NaN		NaN		181.24		187.57		
2001	8	3	427	B	367.49		0.00		10.66		12.91		8.82		NaN		NaN		378.15		391.06		
2001	8	3	427	C	209.87		0.00		48.70		14.12		10.60		NaN		NaN		258.57		272.68		
2001	8	3	427	D	199.71		0.00		22.19		12.86		7.18		NaN		NaN		221.90		234.76		
2001	8	3	427	E	372.80		0.00		13.40		11.58		2.75		NaN		NaN		386.20		397.77		
2001	8	3	427	F	210.00		0.00		21.09		12.83		1.61		NaN		NaN		231.09		243.92		
2001	8	3	427	G	235.08		0.00		29.48		14.96		10.43		NaN		NaN		264.56		279.52		
2001	8	3	427	H	236.47		0.00		7.72		12.16		14.98		NaN		NaN		244.19		256.35		
2001	8	3	427	I	238.39		0.00		11.81		9.88		29.01		NaN		NaN		250.19		260.07		
2001	8	3	427	J	244.66		0.00		12.36		7.56		108.90		NaN		NaN		257.01		264.57		
2001	8	3	527	A	264.53		0.00		0.00		17.47		1.10		NaN		NaN		264.53		281.99		
2001	8	3	527	B	555.33		0.00		9.83		22.74		4.04		NaN		NaN		565.16		587.89		
2001	8	3	527	C	10.92		0.00		0.00		2.36		0.19		NaN		NaN		10.92		13.28		
2001	8	3	527	D	39.73		0.00		0.00		3.17		NaN		NaN		NaN		39.73		42.90		
2001	8	3	527	E	207.40		0.00		0.00		5.26		6.63		NaN		NaN		207.40		212.66		
2001	8	3	527	F	7.59		0.00		0.00		3.12		348.24		NaN		NaN		7.59		10.71		
2001	8	3	527	G	38.98		0.00		0.00		6.28		1.74		NaN		NaN		38.98		45.26		
2001	8	3	527	H	33.63		0.00		0.00		8.38		1.70		NaN		NaN		33.63		42.01		
2001	8	3	527	I	116.42		0.00		0.00		6.91		9.94		NaN		NaN		116.42		123.33		
2001	8	3	527	J	195.78		0.00		0.00		10.15		1.25		NaN		NaN		195.78		205.93		
2002	8	4	118	A	9.60		21.00		0.00		19.60		NaN		NaN		NaN		30.60		50.20		
2002	8	4	118	B	9.50		12.30		0.00		14.70		NaN		NaN		NaN		21.80		36.50		
2002	8	4	118	C	3.20		3.90		0.00		4.10		0.15		NaN		NaN		7.10		11.20		
2002	8	4	118	D	12.00		10.20		0.00		12.70		NaN		NaN		NaN		22.20		34.90		
2002	8	4	118	E	12.20		8.70		0.00		11.50		NaN		NaN		NaN		20.90		32.40		
2002	8	4	118	F	13.40		11.80		0.00		11.10		NaN		NaN		NaN		25.20		36.30		
2002	8	4	118	G	9.70		10.90		0.00		8.90		NaN		NaN		NaN		20.60		29.50		
2002	8	4	118	H	9.20		11.80		0.00		15.80		1.43		NaN		NaN		21.00		36.80		
2002	8	4	118	I	13.70		17.00		0.00		16.30		8.30		NaN		NaN		30.70		47.00		
2002	8	4	118	J	9.30		14.00		0.00		10.80		0.18		NaN		NaN		23.30		34.10		
2002	8	4	218	A	12.50		0.00		0.00		9.80		0.56		NaN		NaN		12.50		22.30		
2002	8	4	218	B	12.40		0.00		0.00		9.90		0.13		NaN		NaN		12.40		22.30		
2002	8	4	218	C	11.10		0.00		0.00		9.90		0.43		NaN		NaN		11.10		21.00		
2002	8	4	218	D	10.30		0.00		0.00		9.60		0.64		NaN		NaN		10.30		19.90		
2002	8	4	218	E	8.50		0.00		0.00		7.00		2.56		NaN		NaN		8.50		15.50		
2002	8	4	218	F	9.70		0.00		0.00		11.10		2.49		NaN		NaN		9.70		20.80		
2002	8	4	218	G	9.10		0.00		0.00		10.50		NaN		NaN		NaN		9.10		19.60		
2002	8	4	218	H	8.50		0.00		0.00		10.30		0.95		NaN		NaN		8.50		18.80		
